# CONFIG: NODES=50000 | MAP=20000 | MAX_RANGE=500 (Euclidean)
# ID Costo X Y
16336 686 12067 1975
16337 19 13556 17434
16338 217 19939 17845
16339 79 16515 6865
16340 275 19100 7318
16341 729 14218 10604
16342 787 1983 5815
16343 531 15888 10487
16344 264 14035 1691
16345 395 9804 11275
16346 884 6643 7898
16347 601 6768 17710
16348 317 4939 8002
16349 295 11782 4535
16350 64 10519 14813
16351 334 11108 2527
16352 883 11050 15417
16353 422 17382 4373
16354 566 6303 17544
16355 833 247 6636
16356 703 5445 8825
16357 100 4762 15203
16358 691 12371 3607
16359 801 17214 12769
16360 941 5265 16752
16361 967 12380 19005
16362 502 15161 8222
16363 985 13695 5893
16364 35 7064 15381
16365 362 6852 18235
16366 583 9145 15387
16367 433 14545 6075
16368 594 17255 3145
16369 825 6200 4025
16370 751 5079 5860
16371 102 18740 9192
16372 152 5757 7304
16373 897 16725 31
16374 366 12837 6076
16375 266 7885 18997
16376 379 3106 16442
16377 386 8997 11197
16378 873 9116 2111
16379 335 17667 5380
16380 919 17654 17361
16381 277 7832 2802
16382 921 117 1676
16383 421 7610 11375
16384 217 7361 917
16385 164 5194 16550
16386 205 14126 15559
16387 901 10694 9920
16388 467 297 10104
16389 984 18991 17913
16390 463 12461 11805
16391 858 3285 13979
16392 740 16506 19143
16393 104 14309 4563
16394 808 6379 4841
16395 547 12015 1955
16396 880 13691 5656
16397 938 17691 13362
16398 405 17571 10280
16399 315 9573 6891
16400 61 14360 12668
16401 189 17165 17637
16402 600 6910 664
16403 567 5570 11845
16404 543 14397 5802
16405 414 19594 9485
16406 412 15297 6994
16407 416 6859 2557
16408 26 6630 7998
16409 406 18157 9617
16410 490 1372 3379
16411 1000 5167 12914
16412 797 4988 16847
16413 977 467 7720
16414 329 6798 13278
16415 537 19944 1608
16416 298 9305 16371
16417 656 18709 2645
16418 836 2959 14192
16419 883 7849 8327
16420 244 7293 1132
16421 740 3113 2000
16422 431 3208 12720
16423 451 7696 12299
16424 546 5862 4708
16425 867 8982 11889
16426 84 10425 10027
16427 556 9506 87
16428 640 10855 14867
16429 176 12398 4989
16430 87 18839 11534
16431 533 3410 60
16432 447 10230 17270
16433 401 2614 1192
16434 767 13584 1433
16435 897 1970 5985
16436 313 12762 200
16437 28 13724 19370
16438 278 3404 14489
16439 533 10993 6529
16440 922 3471 12443
16441 294 4394 10232
16442 436 2378 783
16443 568 12742 16108
16444 337 17837 9433
16445 878 15421 7236
16446 450 4833 2495
16447 905 11440 1834
16448 166 5822 8972
16449 595 6929 17197
16450 282 6391 11355
16451 481 8331 458
16452 667 2499 2217
16453 784 501 15206
16454 393 5620 16902
16455 259 785 5535
16456 664 836 11339
16457 454 997 13947
16458 268 14565 3089
16459 249 17723 11135
16460 804 7286 6527
16461 792 3999 16371
16462 476 2640 8346
16463 375 18838 10380
16464 184 8371 2162
16465 721 18445 18101
16466 781 5434 9591
16467 170 18972 5825
16468 529 189 5895
16469 375 17985 2366
16470 531 5930 1558
16471 152 19218 11606
16472 903 3626 14433
16473 13 12860 17941
16474 437 3938 5174
16475 180 19899 14093
16476 881 10949 1490
16477 498 10735 1869
16478 295 7470 4452
16479 247 19665 2076
16480 254 19686 9677
16481 847 1775 8095
16482 56 5530 11972
16483 266 5517 15936
16484 843 19672 13023
16485 584 4979 7854
16486 993 7548 16574
16487 58 9231 9689
16488 667 7601 15788
16489 273 12877 11625
16490 608 6897 19533
16491 168 19394 8716
16492 765 18420 11677
16493 205 17188 627
16494 545 7365 861
16495 850 13463 8344
16496 579 3146 9420
16497 859 13482 8054
16498 674 4195 19358
16499 336 1533 16886
16500 68 666 10901
16501 885 8925 16749
16502 352 16239 3467
16503 866 19154 908
16504 580 10320 3863
16505 487 4104 6927
16506 117 15998 5583
16507 504 1944 1703
16508 273 8294 9467
16509 717 15418 18756
16510 119 7585 18612
16511 137 2350 15455
16512 884 15873 8238
16513 215 323 968
16514 413 8395 11683
16515 714 17297 16519
16516 415 9078 17365
16517 782 10798 15950
16518 310 6819 15691
16519 397 9113 19623
16520 978 13266 12354
16521 148 160 14499
16522 397 7180 12902
16523 881 1902 9574
16524 116 15399 8628
16525 581 4849 218
16526 11 3461 17800
16527 539 6322 14298
16528 523 19471 6904
16529 870 5041 11651
16530 704 4350 17481
16531 14 19189 9241
16532 604 10031 7076
16533 129 8095 11960
16534 150 13177 596
16535 802 12973 19913
16536 461 10767 15831
16537 716 12237 4338
16538 584 14108 13721
16539 967 9491 18314
16540 692 1681 7111
16541 211 3232 14003
16542 545 13119 15397
16543 332 2277 15071
16544 864 4897 8572
16545 264 18136 2197
16546 509 11085 7998
16547 170 12631 8769
16548 245 19982 16880
16549 224 7215 374
16550 623 11727 7875
16551 768 12015 4444
16552 544 13013 1368
16553 202 17606 11328
16554 835 5925 19663
16555 910 18312 15335
16556 731 7757 9511
16557 96 989 3047
16558 510 8321 19739
16559 346 9980 14919
16560 216 8923 16038
16561 47 14730 15178
16562 985 9026 19282
16563 437 1305 18871
16564 79 15034 17498
16565 383 19764 10159
16566 598 12758 11022
16567 248 15704 14769
16568 106 19975 12613
16569 801 1026 6572
16570 361 8218 695
16571 940 15405 6736
16572 935 13155 17741
16573 954 19023 3164
16574 896 1677 17002
16575 839 661 9612
16576 999 3588 16282
16577 649 10281 14067
16578 42 9106 7031
16579 834 15525 5293
16580 686 3410 16477
16581 687 16588 14952
16582 703 14874 2239
16583 612 13904 18880
16584 337 3305 12687
16585 195 16590 15158
16586 263 7589 13440
16587 131 10099 2298
16588 560 1050 8640
16589 579 10872 14406
16590 965 13748 14721
16591 404 3616 4764
16592 720 10737 15632
16593 861 5236 17996
16594 157 2184 18128
16595 180 19229 3855
16596 648 16074 18422
16597 385 17499 16675
16598 601 5393 8462
16599 649 19087 2096
16600 663 13249 846
16601 112 17361 9574
16602 807 11392 18358
16603 207 10968 12055
16604 73 15243 7435
16605 476 9112 7028
16606 136 13642 6658
16607 387 17354 10514
16608 515 18529 13223
16609 851 714 16156
16610 779 4038 14260
16611 570 8370 8364
16612 777 3128 8879
16613 14 10008 74
16614 47 1936 8904
16615 430 14567 12110
16616 254 1479 4882
16617 754 4031 1668
16618 804 13854 10235
16619 797 1322 14566
16620 172 19898 15934
16621 546 19146 13471
16622 760 5286 5782
16623 687 18409 16492
16624 167 10819 10010
16625 770 14858 6754
16626 612 8761 8474
16627 852 15906 18865
16628 927 19634 4889
16629 826 12282 3765
16630 716 19548 15743
16631 427 6386 13469
16632 466 10541 9039
16633 932 12000 16670
16634 729 15120 18359
16635 941 7975 15870
16636 869 2193 1960
16637 611 10571 6144
16638 673 4681 11619
16639 825 19336 1806
16640 480 14095 16238
16641 341 3944 18292
16642 12 6391 13149
16643 306 3500 15580
16644 273 7353 656
16645 368 2007 5170
16646 57 12354 1929
16647 215 9617 3962
16648 708 3263 13402
16649 486 13003 16194
16650 501 11538 4838
16651 123 19 14346
16652 599 5103 14676
16653 459 15358 3361
16654 769 14089 6979
16655 430 10675 303
16656 723 9687 5847
16657 593 15024 5153
16658 714 19906 770
16659 534 9637 6902
16660 508 17948 3299
16661 417 13343 15134
16662 878 4439 5503
16663 157 14365 1135
16664 262 11394 10223
16665 665 2354 12984
16666 78 7606 18826
16667 326 10438 16720
16668 917 13795 8936
16669 353 15810 4132
16670 855 13714 1775
16671 836 9265 12581
16672 171 15315 16789
16673 456 1468 6690
16674 720 702 12805
16675 737 3522 10494
16676 689 11498 1075
16677 942 6054 12873
16678 273 2119 7784
16679 241 967 15442
16680 168 3066 4425
16681 403 1816 14154
16682 425 14386 14268
16683 681 10583 9387
16684 249 139 10627
16685 170 5857 9100
16686 588 3732 13496
16687 352 9094 7250
16688 977 7329 5461
16689 945 16402 14232
16690 573 2401 15281
16691 577 394 11983
16692 1000 2221 7856
16693 986 17016 1049
16694 239 10909 14846
16695 238 6120 3792
16696 887 12391 14535
16697 404 18281 18353
16698 350 9719 11694
16699 428 12199 4370
16700 132 3611 10331
16701 21 988 14433
16702 519 11396 11973
16703 997 275 11933
16704 46 5126 12238
16705 554 18419 13057
16706 306 16145 8746
16707 800 3034 4151
16708 960 6257 11261
16709 867 19224 19088
16710 454 17896 19311
16711 584 5679 10419
16712 164 13013 19552
16713 331 13079 8077
16714 45 14119 817
16715 352 12546 6130
16716 384 11332 2061
16717 829 2863 15812
16718 721 19247 14638
16719 896 11902 2475
16720 496 19170 6578
16721 612 17071 8207
16722 78 10963 7139
16723 831 5657 14887
16724 793 6484 8752
16725 552 8230 10952
16726 649 651 2167
16727 714 16138 13864
16728 212 5226 3669
16729 791 8809 13660
16730 293 2922 12999
16731 337 12343 2521
16732 798 4872 14140
16733 164 10989 8135
16734 877 4624 4178
16735 50 8575 14734
16736 12 16713 3105
16737 550 3513 8839
16738 606 3543 5499
16739 640 14507 2369
16740 289 18296 17538
16741 625 1427 18204
16742 468 8227 8069
16743 692 9897 18147
16744 925 3912 4448
16745 122 13167 16886
16746 265 15975 19709
16747 543 271 465
16748 537 593 10604
16749 632 17755 19423
16750 883 390 10803
16751 569 16641 1369
16752 26 3956 8774
16753 299 6310 7098
16754 44 824 11138
16755 721 18116 3680
16756 395 1580 11111
16757 990 7253 11182
16758 839 16980 14159
16759 48 19376 19342
16760 806 6041 3462
16761 109 7730 2244
16762 592 13465 13593
16763 32 9943 13697
16764 174 4492 2460
16765 995 9522 14095
16766 804 14680 13828
16767 527 8463 4724
16768 732 3760 4883
16769 546 11361 18546
16770 805 6230 12993
16771 478 5200 1689
16772 853 8764 16687
16773 608 18350 8633
16774 86 10519 19622
16775 14 5641 12739
16776 10 18963 4870
16777 90 8018 7343
16778 388 8510 14179
16779 517 13672 11598
16780 410 3931 13748
16781 881 11613 16088
16782 226 16786 3163
16783 598 743 9352
16784 320 11316 1878
16785 593 7704 16426
16786 674 12979 9525
16787 287 3290 13039
16788 551 11524 1293
16789 906 12635 4724
16790 204 18466 10582
16791 877 4265 4164
16792 493 7409 752
16793 924 4841 8887
16794 404 18107 16030
16795 948 8345 3081
16796 111 6106 13540
16797 382 7129 18628
16798 267 11896 16056
16799 416 10505 17828
16800 773 3885 16514
16801 885 436 10581
16802 600 16515 6556
16803 915 8041 10233
16804 234 1184 16976
16805 658 12091 8889
16806 701 9150 4612
16807 553 15526 16874
16808 568 11562 18500
16809 613 16709 4095
16810 453 5635 497
16811 400 12552 12218
16812 389 6427 5825
16813 839 19592 13591
16814 456 4655 15023
16815 255 5348 4550
16816 251 13576 17657
16817 491 2716 5702
16818 937 11156 7559
16819 555 8333 4022
16820 730 6745 19901
16821 660 11284 11115
16822 850 15410 18383
16823 936 1072 5275
16824 28 4397 16840
16825 519 2881 14888
16826 440 2643 876
16827 313 4258 18482
16828 146 11890 580
16829 303 12667 18723
16830 238 8764 14903
16831 294 11952 6997
16832 723 3128 9236
16833 41 8084 2399
16834 982 7109 6103
16835 856 7809 4053
16836 868 17320 14129
16837 887 13990 15357
16838 919 18779 1636
16839 665 13911 13829
16840 491 15936 8421
16841 779 15796 4448
16842 91 1695 3197
16843 11 2015 9675
16844 531 18065 7551
16845 769 8202 8090
16846 187 15344 18278
16847 821 12919 584
16848 467 2783 17899
16849 814 15360 15587
16850 202 11330 7264
16851 146 9257 4668
16852 615 10633 6938
16853 147 7404 4249
16854 378 8640 4199
16855 471 16139 15626
16856 477 5946 14941
16857 466 8265 11865
16858 178 11110 1569
16859 548 3494 17077
16860 105 11281 6117
16861 548 3270 9239
16862 45 10125 14154
16863 204 7447 12401
16864 606 17407 7546
16865 510 12983 17505
16866 904 17760 16564
16867 840 9756 5778
16868 483 518 9350
16869 800 10853 19262
16870 387 18364 8080
16871 328 16481 19466
16872 67 14649 15558
16873 728 12560 18881
16874 191 8009 19324
16875 257 17243 11152
16876 163 4286 1788
16877 427 10395 10174
16878 739 2661 13752
16879 983 15538 19400
16880 774 9496 13484
16881 547 14585 14819
16882 789 2236 17033
16883 816 18661 16933
16884 744 14238 7053
16885 904 13574 2569
16886 343 7367 18815
16887 814 9521 10748
16888 731 19194 4425
16889 739 2118 3760
16890 776 18359 10987
16891 245 14359 5666
16892 99 10885 1692
16893 228 9200 15093
16894 594 16198 15971
16895 420 13845 4510
16896 947 6445 16553
16897 914 19117 12421
16898 794 11569 9570
16899 705 18439 16169
16900 97 15229 18684
16901 652 15685 18152
16902 30 5036 4428
16903 745 1441 18027
16904 817 4041 761
16905 770 988 3192
16906 526 8372 5829
16907 620 13362 13638
16908 196 1890 12947
16909 339 10477 2811
16910 610 16005 10595
16911 269 11147 3528
16912 588 19093 1400
16913 110 13026 14591
16914 18 459 16752
16915 656 51 8689
16916 721 11568 16870
16917 289 15851 6009
16918 505 5132 5717
16919 991 9600 19304
16920 367 12913 13878
16921 845 4210 9745
16922 883 16917 6500
16923 127 1470 11315
16924 610 14963 4072
16925 770 15228 5088
16926 194 10875 2095
16927 220 7115 8389
16928 247 7700 10733
16929 392 14156 15181
16930 519 14663 15861
16931 266 14558 6968
16932 828 4262 12714
16933 884 10970 17433
16934 59 15797 10573
16935 19 6776 2280
16936 458 9815 19342
16937 272 19636 3019
16938 944 33 15411
16939 654 15642 2458
16940 40 5974 16711
16941 972 13531 2796
16942 46 18888 19540
16943 413 15773 8657
16944 628 12879 13510
16945 495 16303 8944
16946 480 4966 2952
16947 306 3922 5579
16948 409 7545 12066
16949 682 13867 16398
16950 233 8027 1652
16951 785 5034 11411
16952 962 6462 12676
16953 742 18770 12180
16954 343 4731 11875
16955 755 17433 14597
16956 221 12443 16043
16957 495 10491 344
16958 774 18357 3067
16959 190 1814 16358
16960 678 17124 7339
16961 841 19509 9749
16962 284 15114 12648
16963 197 13605 2358
16964 276 12415 2889
16965 219 19968 19906
16966 119 13267 7750
16967 190 18779 12938
16968 413 14463 10936
16969 238 9768 8377
16970 607 19008 1253
16971 654 10432 2085
16972 412 19829 11039
16973 26 13136 7133
16974 215 2020 12906
16975 738 12781 4754
16976 377 3870 1763
16977 275 2530 12741
16978 532 1850 14592
16979 902 15149 1817
16980 120 9845 16430
16981 768 2962 6700
16982 904 11925 6403
16983 628 15611 8072
16984 963 13618 11956
16985 954 5245 15818
16986 334 5347 19519
16987 411 19029 17829
16988 490 14439 15099
16989 379 2005 10965
16990 616 9771 16935
16991 495 19161 1210
16992 720 2921 5968
16993 403 19261 19829
16994 962 19955 19704
16995 309 3148 10671
16996 851 17992 5999
16997 60 15671 310
16998 263 4171 18804
16999 227 7107 3436
17000 531 4216 12815
17001 492 18740 6390
17002 30 8579 13785
17003 265 5131 2108
17004 874 14239 17859
17005 87 17555 9408
17006 503 11786 16374
17007 769 2739 4437
17008 548 19907 2208
17009 727 8713 5661
17010 749 12268 2068
17011 825 19347 11573
17012 494 13555 2784
17013 354 14278 11946
17014 170 18283 19661
17015 719 5083 7212
17016 914 12078 11846
17017 340 4248 17917
17018 694 18231 16064
17019 209 846 14325
17020 796 188 4959
17021 806 4844 17922
17022 960 5810 19934
17023 375 7300 7718
17024 884 4709 17798
17025 637 14379 17273
17026 393 16313 3403
17027 832 6353 11493
17028 317 19615 13432
17029 430 15873 5133
17030 880 17244 10151
17031 432 16345 8718
17032 338 9076 11794
17033 710 1108 14904
17034 261 4944 17036
17035 955 3365 321
17036 981 4027 18042
17037 548 11580 1614
17038 967 17902 1609
17039 333 17689 15734
17040 848 13209 10174
17041 775 11489 837
17042 123 11089 17790
17043 552 392 10487
17044 11 345 3567
17045 921 18416 18220
17046 618 13777 15941
17047 269 16116 8519
17048 91 16369 14262
17049 467 19276 6951
17050 987 17412 17958
17051 208 13984 12351
17052 407 12586 9688
17053 968 10829 7937
17054 317 7184 7666
17055 293 14555 14505
17056 244 18811 13383
17057 601 6508 15712
17058 822 4846 5118
17059 524 14103 5579
17060 363 3750 2433
17061 233 16 5941
17062 221 15889 9508
17063 260 18003 16342
17064 61 9446 10263
17065 128 10588 5393
17066 18 19670 9495
17067 268 10469 127
17068 779 15507 4278
17069 649 13654 865
17070 447 15669 18470
17071 87 5368 19502
17072 982 8836 11645
17073 471 19251 15951
17074 396 7741 13424
17075 555 526 18747
17076 127 10390 19025
17077 105 19873 18240
17078 506 14387 9766
17079 456 7597 12742
17080 638 11955 6716
17081 549 14457 17325
17082 471 11471 17169
17083 775 9812 16579
17084 934 19516 11349
17085 129 11868 14833
17086 828 8019 3710
17087 992 17538 8295
17088 991 8599 8648
17089 76 19691 12789
17090 874 14258 7967
17091 195 18497 10490
17092 266 11106 15692
17093 504 15645 15621
17094 459 9098 7766
17095 155 5171 2600
17096 290 7283 16632
17097 465 16882 14912
17098 934 12097 12566
17099 960 2382 2666
17100 862 17966 18441
17101 350 17011 15370
17102 616 12232 16147
17103 139 17624 7239
17104 51 6140 19485
17105 341 932 1957
17106 337 19306 402
17107 767 9393 11491
17108 245 3712 14357
17109 573 12444 10554
17110 43 11938 9318
17111 78 10568 18588
17112 293 18731 7343
17113 307 9925 6058
17114 890 13393 4118
17115 147 15379 3379
17116 249 6174 19990
17117 803 8092 1812
17118 252 13317 11017
17119 908 6624 12185
17120 637 6381 12072
17121 965 15476 10281
17122 30 19179 17750
17123 840 18688 12974
17124 200 5125 16507
17125 423 3933 19477
17126 511 3 17214
17127 792 18354 16016
17128 526 10656 15423
17129 806 18088 4793
17130 486 15600 6237
17131 58 13923 8111
17132 476 19267 15363
17133 666 7192 19039
17134 898 16890 8102
17135 431 14330 12609
17136 521 892 18652
17137 525 18657 16337
17138 21 10679 10976
17139 294 1810 9579
17140 464 11920 1519
17141 419 4603 19680
17142 926 5147 19981
17143 27 891 2676
17144 737 14465 7579
17145 424 5962 4835
17146 469 11655 4840
17147 363 16934 5188
17148 253 9491 12642
17149 646 514 10897
17150 765 9970 2569
17151 521 11509 13938
17152 479 3967 2217
17153 218 14485 10468
17154 870 19138 18059
17155 294 14493 5393
17156 102 10345 18140
17157 481 19343 18122
17158 697 1123 16581
17159 17 16410 9966
17160 738 16215 10791
17161 717 10335 6569
17162 383 18042 72
17163 356 6415 12841
17164 457 15637 4650
17165 901 17090 7108
17166 797 12155 1089
17167 367 14858 787
17168 882 2689 6222
17169 630 1489 13393
17170 196 13612 14694
17171 557 2124 4210
17172 407 3498 10406
17173 576 17940 7940
17174 857 14742 920
17175 895 6001 15843
17176 239 17062 10931
17177 908 14738 18650
17178 124 18243 5098
17179 184 9462 18792
17180 238 10163 2767
17181 500 15503 3389
17182 901 7908 82
17183 589 13962 6298
17184 390 1158 17340
17185 44 17389 7069
17186 277 13369 18326
17187 891 16444 6690
17188 961 13928 16904
17189 463 4050 13873
17190 558 5304 6519
17191 354 12932 13944
17192 966 13558 1504
17193 502 13077 15558
17194 587 12169 11465
17195 813 11656 14709
17196 307 7979 10719
17197 336 3292 98
17198 931 14480 15774
17199 22 4287 11593
17200 193 9622 1281
17201 676 10754 17471
17202 76 16455 17960
17203 943 845 17713
17204 551 10490 10660
17205 226 14665 4956
17206 525 11226 15873
17207 813 9566 11789
17208 57 15487 4881
17209 166 17248 697
17210 26 9441 3740
17211 388 9380 2806
17212 762 1942 15299
17213 260 9927 19000
17214 398 3831 13306
17215 697 451 17137
17216 794 3895 14028
17217 361 3754 2817
17218 457 12016 12530
